RA,DEC
242.56195627,4.84627987
242.59747094,37.22110083
242.9303896,55.67900104
242.93279142,20.96813844
243.03799004,53.44499577
243.04661217,54.08499504
243.08822733,27.16250977
243.11069124,42.85316759
243.18798104,4.21154997
243.44083788,38.83080539
243.59954018,21.75378431
243.64017842,43.47399063
243.67492172,37.09668049
243.81007628,21.863672
244.01368094,10.2029562
244.10146939,26.88745536
244.4171305,41.21434693
244.48677104,30.29777632
244.52053774,20.68450294
244.56471293,15.78754107
244.63383817,10.11528767
244.81880264,28.05999567
244.86480696,16.86251301
244.89130512,46.45192354
245.01203116,41.82658197
245.11232815,49.74278804
245.17619075,43.40796163
245.69277201,29.0150507
245.89936265,23.92361753
245.95044893,17.71742764
246.14860088,15.06541418
246.17748164,11.4360789
246.218599,15.00854358
246.31200989,30.43634067
246.58982458,18.24452725
246.60941102,33.5541656
246.75712859,28.77155584
246.76388555,17.39099534
246.84247064,29.82410003
246.91473925,48.99928805
247.27451325,41.23244985
247.29934157,20.77171924
247.82315821,12.54391872
248.12727863,26.56502985
248.53904369,16.62090495
248.5471373,28.20326948
248.56985128,16.01976471
248.58072454,34.71245466
248.86916244,32.90832269
249.00896133,17.900459
249.07772257,41.36472479
249.18522062,41.20397924
249.22567545,34.96713185
249.35532391,35.05026023
249.36261513,48.89866876
249.49043576,55.46976037
249.53192705,42.74910992
249.54401497,36.95093851
249.60275298,47.28858347
249.79213817,31.9964889
25.10269506,-5.48795991
25.15519996,-4.97514038
25.28454372,10.11569661
25.34630241,19.57302586
25.54935507,0.0676687
25.61412601,10.4441707
250.00139702,52.56451565
250.56947188,21.3547705
250.6642016,41.14720991
250.66821802,40.12594639
250.66837945,39.29204494
250.86432853,27.550191
250.87861966,51.41589665
250.95309613,48.98745865
251.10100645,38.47513982
251.1538185,21.43844579
251.17158516,29.785016
251.22200022,40.27293691
251.393237,38.39501894
251.56324804,21.39857696
251.72695763,34.69298469
251.75495437,36.59673308
251.78308174,46.38927992
252.06096195,39.09983965
252.19565437,35.34528801
252.28198537,38.68902752
252.58360784,40.62295542
252.71887344,17.77689014
252.7381702,40.72424078
252.76631135,28.86889813
252.80858397,46.73461551
252.93106593,36.77991487
253.20533448,38.68979002
253.48147386,24.94314236
253.50207563,36.30774143
253.60665518,22.41375063
253.83220939,27.82935032
253.84164417,43.61095834
253.92521504,12.15589747
254.07933254,45.84853826
254.45353959,45.0040491
254.71297919,34.31480976
254.75310386,28.7873161
254.7797609,32.13530055
255.14935957,37.75779818
255.1879059,39.30842458
255.19032734,60.7190386
255.6145044,45.9566333
255.67309379,31.42185056
256.21449942,46.05591018
256.44642789,31.83546332
256.48398549,36.53941233
256.49978041,38.52102078
256.54125489,35.26208982
256.54355819,30.35840166
256.62832605,23.4704537
257.1689242,20.71580848
